"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK","Unk inj none","Unk inj minor","Unk inj serious","Unk inj fatal","Unk inj unk"
"No","29-MAY-26","28-MAY-26","23:05:00Z","BROCKPORT","NEW YORK","UNITED STATES","AIRCRAFT PROPELLER DETACHED AND DIVERTED TO NEAREST AIRPORT, BROCKPORT, NY.","ACCIDENT","ROCHESTER FSDO","N225RA","","","CESSNA","172","No","SUBSTANTIAL","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","23-MAY-26","23:25:00Z","EPHRATA","WASHINGTON","UNITED STATES","AIRCRAFT WAS RELEASED AND PILOT HEARD A CRACKING SOUND, LANDED AND POST FLIGHT INSPECTION REVEALED DAMAGE TO BOTH WINGS, PHRATA, WA.","ACCIDENT","SPOKANE FSDO","N157AJ","","","PZL-SWIDNIK","PW-5","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","13:37:00Z","CHICAGO","ILLINOIS","UNITED STATES","AIRCRAFT DEPARTED, DECLARED AN EMERGENCY AND DIVERTED TO ORD AND POST FLIGHT INSPECTION REVEALED THE BATTERY DOOR HAD SEPARATED, CHICAGO, IL.","INCIDENT","GREATER CHICAGO FSDO","N256LG","JTL256","JET LINX","EMBRAER","EMB-505","No","MINOR","ON DEMAND","TAKEOFF (TOF)","135","NONE","No","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","19:46:00Z","HOUSTON","TEXAS","UNITED STATES","AIRCRAFT LOST CONTROL AND DRIFTED OFF RUNWAY AFTER LANDING AND RIGHT MAIN GEAR DETACHED, HOUSTON, TX.","INCIDENT","HOUSTON FSDO","N416HP","","","PIPER","PA28","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","23:20:00Z","GAINESVILLE","TEXAS","UNITED STATES","AIRCRAFT NOSE WHEEL COLLAPSED ON LANDING, GAINESVILLE, TX.","INCIDENT","NORTH TEXAS FSDO","N467AA","","","COSTRUZIONI AERONAUTICHE","P2010","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","21:02:00Z","KAISER","MISSOURI","UNITED STATES","AIRCRAFT STRUCK A BIRD ON TAKEOFF AND POST FLIGHT INSPECTION REVEALED DAMAGE TO LEADING EDGE OF LEFT WING, KAISER, MO.","INCIDENT","KANSAS CITY FSDO","N865M","","","EMBRAER","EMB-545","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","18:00:00Z","NORFOLK","VIRGINIA","UNITED STATES","AIRCRAFT LANDED HARD AND BOUNCED, THE LEFT WING STRUCK A TAXIWAY SIGN, NORFOLK, VA.","INCIDENT","RICHMOND FSDO","N55739","","","PIPER","PA28","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","29-MAY-26","28-MAY-26","22:07:00Z","CONCORD","CALIFORNIA","UNITED STATES","AIRCRAFT NOSE GEAR BROKE OFF ON LANDING, CONCORD, CA.","INCIDENT","OAKLAND FSDO","N702MD","","","VANS","RV12","No","MINOR","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-JUN-26","31-MAY-26","21:15:00Z","ALBUQUERQUE","NEW MEXICO","UNITED STATES","AIRCRAFT MADE A HARD LANDING, VEERED OFF RUNWAY INTO THE GRASS AND FLIPPED OVER, ALBUQUERQUE, NM.","ACCIDENT","ALBUQUERQUE FSDO","N555ED","","","MOONEY","M20J","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-JUN-26","29-MAY-26","21:28:00Z","BEAUMONT","TEXAS","UNITED STATES","AIRCRAFT MADE AN EMERGENCY LANDING IN A PASTURE DUE TO ENGINE ISSUES, BEAUMONT, TX.","INCIDENT","HOUSTON FSDO","N650MA","","","CESSNA","T206","No","UNKNOWN","OTHER","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
